OBJECTID_1 *,Shape *,admin3Name_en,admin3Pcode,admin3RefName,admin3AltName1_en,admin3AltName2_en,admin2Name_en,admin2Pcode,admin1Name_en,admin1Pcode,admin0Name_en,admin0Pcode,date,validOn,validTo,Shape_Length,Shape_Area
440,Polygon,Gende Kore,ET150110,<Null>,<Null>,<Null>,Dire Dawa urban,ET1501,Dire Dawa,ET15,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.034072,0.00006
441,Polygon,Gera,ET040408,<Null>,<Null>,<Null>,Jimma,ET0404,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,2.085768,0.114969
442,Polygon,Geraleta,ET010317,<Null>,<Null>,<Null>,Eastern,ET0103,Tigray,ET01,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.211755,0.028992
443,Polygon,Gerani,ET020110,<Null>,<Null>,<Null>,Awsi /Zone 1,ET0201,Afar,ET02,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,3.680285,0.371603
444,Polygon,Gerar Jarso,ET040606,<Null>,<Null>,<Null>,North Shewa (OR),ET0406,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.526416,0.038992
445,Polygon,Gerese,ET071013,<Null>,<Null>,<Null>,Gamo,ET0710,SNNP,ET07,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.643151,0.054934
446,Polygon,Gesha,ET070902,<Null>,<Null>,<Null>,Kefa,ET0709,SNNP,ET07,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.663103,0.059644
447,Polygon,Gesuba town,ET070617,<Null>,<Null>,<Null>,Wolayita,ET0706,SNNP,ET07,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.116428,0.000513
448,Polygon,Geta,ET070113,<Null>,<Null>,<Null>,Guraghe,ET0701,SNNP,ET07,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.809372,0.016573
449,Polygon,Gewane,ET020303,<Null>,<Null>,<Null>,Gabi /Zone 3,ET0203,Afar,ET02,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,5.318353,0.715173
450,Polygon,Gewata,ET070903,<Null>,<Null>,<Null>,Kefa,ET0709,SNNP,ET07,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.578317,0.078129
451,Polygon,Gezei Gofa,ET071505,<Null>,<Null>,<Null>,Gofa,ET0715,SNNP,ET07,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.256582,0.042397
452,Polygon,Gibe,ET070210,<Null>,<Null>,<Null>,Hadiya,ET0702,SNNP,ET07,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.018586,0.036718
453,Polygon,Gida Ayana,ET040203,<Null>,<Null>,<Null>,East Wellega,ET0402,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,2.970439,0.132269
454,Polygon,Gidami,ET041809,<Null>,<Null>,<Null>,Kelem Wellega,ET0418,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,2.552646,0.177488
455,Polygon,Gidan,ET030303,<Null>,<Null>,<Null>,North Wello,ET0303,Amhara,ET03,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.895881,0.090274
456,Polygon,Gidi Bench,ET071106,<Null>,<Null>,<Null>,Bench Sheko,ET0711,SNNP,ET07,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.501123,0.010002
457,Polygon,Gimbi,ET040103,<Null>,<Null>,<Null>,West Wellega,ET0401,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.923435,0.07402
458,Polygon,Gimbi town,ET040193,<Null>,<Null>,<Null>,West Wellega,ET0401,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.307528,0.00247
459,Polygon,Gimbichu,ET040705,<Null>,<Null>,<Null>,East Shewa,ET0407,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.853613,0.05466
460,Polygon,Gimbichu town,ET070213,<Null>,<Null>,<Null>,Hadiya,ET0702,SNNP,ET07,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.054103,0.000187
461,Polygon,Gimbo,ET070904,<Null>,<Null>,<Null>,Kefa,ET0709,SNNP,ET07,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.723988,0.06391
462,Polygon,Ginde Beret,ET040501,<Null>,<Null>,<Null>,West Shewa,ET0405,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.747533,0.106027
463,Polygon,Ginir,ET042103,<Null>,<Null>,<Null>,East Bale,ET0421,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,4.25825,0.190684
464,Polygon,Ginir town,ET042107,<Null>,<Null>,<Null>,East Bale,ET0421,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.22599,0.002851
465,Polygon,Girawa,ET041016,<Null>,<Null>,<Null>,East Hararge,ET0410,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.865677,0.091073
466,Polygon,Girja /Harenfema,ET041410,<Null>,<Null>,<Null>,Guji,ET0414,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.705034,0.073885
467,Polygon,Gishe Rabel,ET030506,<Null>,<Null>,<Null>,North Shewa (AM),ET0305,Amhara,ET03,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.332386,0.054459
468,Polygon,Goba (OR),ET041110,<Null>,<Null>,<Null>,Bale,ET0411,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,2.309035,0.120157
469,Polygon,Goba (SP),ET070912,<Null>,<Null>,<Null>,Kefa,ET0709,SNNP,ET07,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,2.742539,0.153674
470,Polygon,Goba Koricha,ET040907,<Null>,<Null>,<Null>,West Hararge,ET0409,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.259533,0.033333
471,Polygon,Goba town,ET041120,<Null>,<Null>,<Null>,Bale,ET0411,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.268686,0.003503
472,Polygon,Gobu Seyo,ET040208,<Null>,<Null>,<Null>,East Wellega,ET0402,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.027599,0.028072
473,Polygon,God-God,ET050899,<Null>,<Null>,<Null>,Afder,ET0508,Somali,ET05,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.489815,0.129822
474,Polygon,Gode,ET050604,<Null>,<Null>,<Null>,Shabelle,ET0506,Somali,ET05,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,2.549911,0.189013
475,Polygon,Godere,ET120301,<Null>,<Null>,<Null>,Majang,ET1203,Gambela,ET12,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.667906,0.053545
476,Polygon,Godey town,ET050696,<Null>,<Null>,<Null>,Shabelle,ET0506,Somali,ET05,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.353309,0.006385
477,Polygon,Gog,ET120203,<Null>,<Null>,<Null>,Agnewak,ET1202,Gambela,ET12,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,3.276892,0.265238
478,Polygon,Goglo,ET050595,<Null>,<Null>,<Null>,Korahe,ET0505,Somali,ET05,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.788647,0.192897
479,Polygon,Goljano,ET050290,<Null>,<Null>,<Null>,Fafan,ET0502,Somali,ET05,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.736213,0.056456
480,Polygon,Golo Oda,ET041017,<Null>,<Null>,<Null>,East Hararge,ET0410,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,2.393697,0.168233
481,Polygon,Golocha,ET040803,<Null>,<Null>,<Null>,Arsi,ET0408,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.517966,0.091199
482,Polygon,Gololcha Bale,ET042101,<Null>,<Null>,<Null>,East Bale,ET0421,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,2.717278,0.182065
483,Polygon,Goma,ET040407,<Null>,<Null>,<Null>,Jimma,ET0404,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.713597,0.070828
484,Polygon,Gombora,ET070202,<Null>,<Null>,<Null>,Hadiya,ET0702,SNNP,ET07,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.020674,0.037911
485,Polygon,Gomole,ET041223,<Null>,<Null>,<Null>,Borena,ET0412,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,2.233955,0.109758
486,Polygon,Goncha Siso Enebse,ET030603,<Null>,<Null>,<Null>,East Gojam,ET0306,Amhara,ET03,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.081656,0.037679
487,Polygon,Gonder town,ET031118,<Null>,<Null>,<Null>,Central Gondar,ET0311,Amhara,ET03,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.962897,0.024323
488,Polygon,Gonder Zuria,ET031110,<Null>,<Null>,<Null>,Central Gondar,ET0311,Amhara,ET03,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,2.183154,0.092103
489,Polygon,Gonje,ET030718,<Null>,<Null>,<Null>,West Gojam,ET0307,Amhara,ET03,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.411658,0.052469
490,Polygon,Gora Dola,ET041413,<Null>,<Null>,<Null>,Guji,ET0414,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,2.966339,0.192684
491,Polygon,Gorche,ET160011,<Null>,<Null>,<Null>,Sidama,ET1600,Sidama,ET16,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.834864,0.01388
492,Polygon,Gori Gesha,ET071803,<Null>,<Null>,<Null>,Mirab Omo,ET0718,SNNP,ET07,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,2.036207,0.108069
493,Polygon,Goro (Bale),ET041116,<Null>,<Null>,<Null>,Bale,ET0411,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,2.048462,0.123974
494,Polygon,Goro (SW Shewa),ET041312,<Null>,<Null>,<Null>,South West Shewa,ET0413,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.046822,0.035319
495,Polygon,Goro Baqaqsa,ET050903,<Null>,<Null>,<Null>,Liban,ET0509,Somali,ET05,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,2.692476,0.378571
496,Polygon,Goro Gutu,ET041010,<Null>,<Null>,<Null>,East Hararge,ET0410,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.104445,0.043954
497,Polygon,Goro Muti,ET041089,<Null>,<Null>,<Null>,East Hararge,ET0410,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.933752,0.017861
498,Polygon,Gota-Biki,ET050198,<Null>,<Null>,<Null>,Siti,ET0501,Somali,ET05,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.389487,0.091213
499,Polygon,Guagusa Shikudad,ET030907,<Null>,<Null>,<Null>,Awi,ET0309,Amhara,ET03,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.142138,0.024466
500,Polygon,Guangua,ET030904,<Null>,<Null>,<Null>,Awi,ET0309,Amhara,ET03,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,2.646943,0.193558
501,Polygon,Guba,ET060202,<Null>,<Null>,<Null>,Metekel,ET0602,Benishangul Gumz,ET06,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,4.465741,0.560323
502,Polygon,Guba Lafto,ET030307,<Null>,<Null>,<Null>,North Wello,ET0303,Amhara,ET03,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,2.02321,0.066185
503,Polygon,Guchi,ET041290,<Null>,<Null>,<Null>,Borena,ET0412,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.71284,0.118402
504,Polygon,Gudetu Kondole,ET040109,<Null>,<Null>,<Null>,West Wellega,ET0401,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.711182,0.103955
505,Polygon,Guduru,ET041903,<Null>,<Null>,<Null>,Horo Gudru Wellega,ET0419,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.657895,0.071244
506,Polygon,Gulele,ET140110,<Null>,<Null>,<Null>,Region 14,ET1401,Addis Ababa,ET14,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.255877,0.00251
507,Polygon,Gulina,ET020405,<Null>,<Null>,<Null>,Fanti /Zone 4,ET0204,Afar,ET02,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.431166,0.070347
508,Polygon,Guliso,ET040119,<Null>,<Null>,<Null>,West Wellega,ET0401,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.795827,0.047499
509,Polygon,Gulo Mekeda,ET010301,<Null>,<Null>,<Null>,Eastern,ET0103,Tigray,ET01,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.6212,0.042416
510,Polygon,Gumay,ET040416,<Null>,<Null>,<Null>,Jimma,ET0404,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.249735,0.033417
511,Polygon,Gumbi Bordede,ET040991,<Null>,<Null>,<Null>,West Hararge,ET0409,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,2.68486,0.113743
512,Polygon,Gumer,ET070109,<Null>,<Null>,<Null>,Guraghe,ET0701,SNNP,ET07,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.842285,0.019123
513,Polygon,Gumi Idalo,ET041497,<Null>,<Null>,<Null>,Guji,ET0414,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,2.375379,0.20556
514,Polygon,Guna,ET040819,<Null>,<Null>,<Null>,Arsi,ET0408,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.334282,0.038579
515,Polygon,Guna Begemider,ET030212,<Null>,<Null>,<Null>,South Gondar,ET0302,Amhara,ET03,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.505262,0.038598
516,Polygon,Gunagado,ET050305,<Null>,<Null>,<Null>,Jarar,ET0503,Somali,ET05,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,2.223353,0.199697
517,Polygon,Gununo Hamus town,ET070618,<Null>,<Null>,<Null>,Wolayita,ET0706,SNNP,ET07,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.083269,0.000381
518,Polygon,Gura Damole,ET041115,<Null>,<Null>,<Null>,Bale,ET0411,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,3.726139,0.419927
519,Polygon,Guradamole,ET050904,<Null>,<Null>,<Null>,Liban,ET0509,Somali,ET05,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,2.59202,0.230945
520,Polygon,Gurafereda,ET071102,<Null>,<Null>,<Null>,Bench Sheko,ET0711,SNNP,ET07,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,2.503098,0.206958
521,Polygon,Gursum (OR),ET041003,<Null>,<Null>,<Null>,East Hararge,ET0410,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.488721,0.07469
522,Polygon,Gursum (SM),ET050202,<Null>,<Null>,<Null>,Fafan,ET0502,Somali,ET05,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.677698,0.016499
523,Polygon,Guto Gida,ET040213,<Null>,<Null>,<Null>,East Wellega,ET0402,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,2.676346,0.077489
524,Polygon,Guzamn,ET030610,<Null>,<Null>,<Null>,East Gojam,ET0306,Amhara,ET03,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,2.647776,0.097178
525,Polygon,Habro,ET040908,<Null>,<Null>,<Null>,West Hararge,ET0409,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.340268,0.061065
526,Polygon,Habru,ET030308,<Null>,<Null>,<Null>,North Wello,ET0303,Amhara,ET03,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.978133,0.109246
527,Polygon,Hadelela,ET020505,<Null>,<Null>,<Null>,Hari /Zone 5,ET0205,Afar,ET02,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.768621,0.103768
528,Polygon,Hadero town,ET070312,<Null>,<Null>,<Null>,Kembata Tibaro,ET0703,SNNP,ET07,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.175686,0.001199
529,Polygon,Hadero Tunto,ET070305,<Null>,<Null>,<Null>,Kembata Tibaro,ET0703,SNNP,ET07,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.890721,0.014386
530,Polygon,Hadhagala,ET050106,<Null>,<Null>,<Null>,Siti,ET0501,Somali,ET05,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,2.260077,0.324004
531,Polygon,Hafat Issa,ET150112,<Null>,<Null>,<Null>,Dire Dawa urban,ET1501,Dire Dawa,ET15,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.026389,0.000031
532,Polygon,Hagere Mariam,ET030516,<Null>,<Null>,<Null>,North Shewa (AM),ET0305,Amhara,ET03,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.371036,0.058818
533,Polygon,Hagere Selam town,ET010605,<Null>,<Null>,<Null>,South Eastern,ET0106,Tigray,ET01,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.117697,0.000437
534,Polygon,Hahayle,ET010217,<Null>,<Null>,<Null>,Central,ET0102,Tigray,ET01,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.871889,0.017164
535,Polygon,Hakim,ET130104,<Null>,<Null>,<Null>,Harari,ET1301,Harari,ET13,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.267416,0.003428
536,Polygon,Halu /Huka,ET040319,<Null>,<Null>,<Null>,Ilu Aba Bora,ET0403,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.981943,0.030902
537,Polygon,Hambela Wamena,ET041509,<Null>,<Null>,<Null>,West Guji,ET0415,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.455518,0.04927
538,Polygon,Hamer,ET070704,<Null>,<Null>,<Null>,South Omo,ET0707,SNNP,ET07,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,3.786442,0.480721
539,Polygon,Hamero,ET050404,<Null>,<Null>,<Null>,Erer,ET0504,Somali,ET05,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,2.025955,0.188025
540,Polygon,Hanruka,ET020307,<Null>,<Null>,<Null>,Gabi /Zone 3,ET0203,Afar,ET02,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,2.612822,0.232663
541,Polygon,Hararey,ET051096,<Null>,<Null>,<Null>,Nogob,ET0510,Somali,ET05,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.433113,0.128197
542,Polygon,Harawo,ET050299,<Null>,<Null>,<Null>,Fafan,ET0502,Somali,ET05,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.76392,0.126591
543,Polygon,Harena Buluk,ET041111,<Null>,<Null>,<Null>,Bale,ET0411,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,2.008141,0.157338
544,Polygon,Hargele,ET050806,<Null>,<Null>,<Null>,Afder,ET0508,Somali,ET05,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,3.654294,0.686358
545,Polygon,Haro Limu,ET040204,<Null>,<Null>,<Null>,East Wellega,ET0402,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.82554,0.096557
546,Polygon,Haro Maya,ET041006,<Null>,<Null>,<Null>,East Hararge,ET0410,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.403926,0.041905
547,Polygon,Haro Walabu,ET041490,<Null>,<Null>,<Null>,Guji,ET0414,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.862421,0.021176
548,Polygon,Haromaya town,ET041019,<Null>,<Null>,<Null>,East Hararge,ET0410,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.103549,0.000464
549,Polygon,Haroreys,ET050298,<Null>,<Null>,<Null>,Fafan,ET0502,Somali,ET05,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.207762,0.068371
550,Polygon,Harshin,ET050207,<Null>,<Null>,<Null>,Fafan,ET0502,Somali,ET05,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,2.445472,0.372548
551,Polygon,Haru,ET040114,<Null>,<Null>,<Null>,West Wellega,ET0401,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.275376,0.038109
552,Polygon,Hawa Galan,ET041801,<Null>,<Null>,<Null>,Kelem Wellega,ET0418,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.425846,0.065079
553,Polygon,Hawasa town,ET160018,<Null>,<Null>,<Null>,Sidama,ET1600,Sidama,ET16,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.727905,0.01366
554,Polygon,Hawassa Zuria,ET160002,<Null>,<Null>,<Null>,Sidama,ET1600,Sidama,ET16,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.765736,0.02404
555,Polygon,Hawela,ET160023,<Null>,<Null>,<Null>,Sidama,ET1600,Sidama,ET16,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.695084,0.007718
556,Polygon,"Hawi Gudina
",ET040915,<Null>,<Null>,<Null>,West Hararge,ET0409,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,2.771471,0.252844
557,Polygon,Hawzen,ET010305,<Null>,Wereda Hawzen,<Null>,Eastern,ET0103,Tigray,ET01,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.845246,0.061872
558,Polygon,Hawzen town,ET010312,<Null>,<Null>,<Null>,Eastern,ET0103,Tigray,ET01,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.073852,0.000342
559,Polygon,Heban Arsi,ET041783,<Null>,<Null>,<Null>,West Arsi,ET0417,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.303162,0.045234
560,Polygon,Hidabu Abote,ET040603,<Null>,<Null>,<Null>,North Shewa (OR),ET0406,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.178248,0.04153
561,Polygon,Higloley,ET050597,<Null>,<Null>,<Null>,Korahe,ET0505,Somali,ET05,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.923212,0.212248
562,Polygon,Hike town,ET030499,<Null>,<Null>,<Null>,South Wello,ET0304,Amhara,ET03,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.067604,0.000163
563,Polygon,Hintalo,ET010603,<Null>,<Null>,<Null>,South Eastern,ET0106,Tigray,ET01,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,2.164879,0.075081
564,Polygon,Hitosa,ET040807,<Null>,<Null>,<Null>,Arsi,ET0408,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.406278,0.056667
565,Polygon,Hobicha Abaya,ET070619,<Null>,<Null>,<Null>,Wolayita,ET0706,SNNP,ET07,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.994217,0.036272
566,Polygon,Hokko,ET160031,<Null>,<Null>,<Null>,Sidama,ET1600,Sidama,ET16,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.974988,0.028603
567,Polygon,Holeta town,ET042020,<Null>,<Null>,<Null>,Finfine Special,ET0420,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.237535,0.001468
568,Polygon,Homa,ET040117,<Null>,<Null>,<Null>,West Wellega,ET0401,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.488189,0.007456
569,Polygon,Homosha,ET060307,<Null>,<Null>,<Null>,Asosa,ET0603,Benishangul Gumz,ET06,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.273172,0.05818
570,Polygon,Horo,ET041901,<Null>,<Null>,<Null>,Horo Gudru Wellega,ET0419,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.519601,0.032212
571,Polygon,Horo Buluk,ET041912,<Null>,<Null>,<Null>,Horo Gudru Wellega,ET0419,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.432235,0.042021
572,Polygon,Horshagah,ET051095,<Null>,<Null>,<Null>,Nogob,ET0510,Somali,ET05,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.89695,0.192618
573,Polygon,Hosaena town,ET070211,<Null>,<Null>,<Null>,Hadiya,ET0702,SNNP,ET07,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.241351,0.003317
574,Polygon,Hudet,ET051104,<Null>,<Null>,<Null>,Daawa,ET0511,Somali,ET05,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.368688,0.102593
575,Polygon,Hulbareg,ET072008,<Null>,<Null>,<Null>,Siltie,ET0720,SNNP,ET07,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.904176,0.032622
576,Polygon,Hulet Ej Enese,ET030602,<Null>,<Null>,<Null>,East Gojam,ET0306,Amhara,ET03,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,2.227109,0.123313
577,Polygon,Hulla,ET160007,<Null>,<Null>,<Null>,Sidama,ET1600,Sidama,ET16,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.835542,0.013224
578,Polygon,Humbo,ET070604,<Null>,<Null>,<Null>,Wolayita,ET0706,SNNP,ET07,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.17559,0.026441
579,Polygon,Hurumu,ET040316,<Null>,<Null>,<Null>,Ilu Aba Bora,ET0403,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.332095,0.036416
580,Polygon,Ibantu,ET040202,<Null>,<Null>,<Null>,East Wellega,ET0402,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.289389,0.068195
581,Polygon,Ifata,ET040519,<Null>,<Null>,<Null>,West Shewa,ET0405,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.091717,0.036638
582,Polygon,Illu Galan,ET040500,<Null>,<Null>,<Null>,West Shewa,ET0405,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.09046,0.034847
583,Polygon,Ilu,ET041305,<Null>,<Null>,<Null>,South West Shewa,ET0413,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.857715,0.020021
584,Polygon,Indasilassie town,ET010108,<Null>,Shire Indasilassie Town,<Null>,North Western,ET0101,Tigray,ET01,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.155854,0.001225
585,Polygon,Injibara town,ET030996,<Null>,<Null>,<Null>,Awi,ET0309,Amhara,ET03,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.219854,0.002307
586,Polygon,Inkolo Wabe,ET040824,<Null>,<Null>,<Null>,Arsi,ET0408,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.945616,0.026054
587,Polygon,Isara,ET071705,<Null>,<Null>,<Null>,Dawuro,ET0717,SNNP,ET07,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.432079,0.088152
588,Polygon,Itang,ET120407,<Null>,<Null>,<Null>,Itang Special woreda,ET1204,Gambela,ET12,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,2.207543,0.180501
